CIK,Company,Type,Date,complete_text_file_link,html_index,Filing Date,Period of Report,SIC,htm_file_link,State of Inc,State location,Fiscal Year End,filename
1045810,NVIDIA CORP,8-K,2025-04-15,https://www.sec.gov/Archives/edgar/data/1045810/0001045810-25-000082.txt,https://www.sec.gov/Archives/edgar/data/1045810/0001045810-25-000082-index.html,2025-04-15,2025-04-09,3674,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000082/nvda-20250409.htm,DE,CA,0125,1045810_8K_2025_0001045810-25-000082.htm
1045810,NVIDIA CORP,8-K,2025-05-28,https://www.sec.gov/Archives/edgar/data/1045810/0001045810-25-000115.txt,https://www.sec.gov/Archives/edgar/data/1045810/0001045810-25-000115-index.html,2025-05-28,2025-05-28,3674,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000115/nvda-20250528.htm,DE,CA,0125,1045810_8K_2025_0001045810-25-000115.htm
1318605,"Tesla, Inc.",10-Q,2025-04-23,https://www.sec.gov/Archives/edgar/data/1318605/0001628280-25-018911.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001628280-25-018911-index.html,2025-04-23,2025-03-31,3711,https://www.sec.gov/Archives/edgar/data/1318605/000162828025018911/tsla-20250331.htm,DE,TX,1231,1318605_10Q_2025_0001628280-25-018911.htm
1318605,"Tesla, Inc.",8-K,2025-04-02,https://www.sec.gov/Archives/edgar/data/1318605/0001628280-25-016070.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001628280-25-016070-index.html,2025-04-02,2025-04-02,3711,https://www.sec.gov/Archives/edgar/data/1318605/000162828025016070/tsla-20250402.htm,DE,TX,1231,1318605_8K_2025_0001628280-25-016070.htm
1318605,"Tesla, Inc.",8-K,2025-04-22,https://www.sec.gov/Archives/edgar/data/1318605/0001628280-25-018851.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001628280-25-018851-index.html,2025-04-22,2025-04-22,3711,https://www.sec.gov/Archives/edgar/data/1318605/000162828025018851/tsla-20250422.htm,DE,TX,1231,1318605_8K_2025_0001628280-25-018851.htm
1318605,"Tesla, Inc.",8-K,2025-05-16,https://www.sec.gov/Archives/edgar/data/1318605/0001104659-25-050072.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001104659-25-050072-index.html,2025-05-16,2025-05-15,3711,https://www.sec.gov/Archives/edgar/data/1318605/000110465925050072/tm2515421d1_8k.htm,TX,TX,1231,1318605_8K_2025_0001104659-25-050072.htm
1318605,"Tesla, Inc.",8-K,2025-05-16,https://www.sec.gov/Archives/edgar/data/1318605/0001628280-25-026148.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001628280-25-026148-index.html,2025-05-16,2025-05-15,3711,https://www.sec.gov/Archives/edgar/data/1318605/000162828025026148/tsla-20250515.htm,TX,TX,1231,1318605_8K_2025_0001628280-25-026148.htm
1652044,Alphabet Inc.,10-Q,2025-04-25,https://www.sec.gov/Archives/edgar/data/1652044/0001652044-25-000043.txt,https://www.sec.gov/Archives/edgar/data/1652044/0001652044-25-000043-index.html,2025-04-25,2025-03-31,7370,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000043/goog-20250331.htm,DE,CA,1231,1652044_10Q_2025_0001652044-25-000043.htm
1652044,Alphabet Inc.,8-K,2025-04-18,https://www.sec.gov/Archives/edgar/data/1652044/0001652044-25-000033.txt,https://www.sec.gov/Archives/edgar/data/1652044/0001652044-25-000033-index.html,2025-04-18,2025-04-17,7370,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000033/goog-20250417.htm,DE,CA,1231,1652044_8K_2025_0001652044-25-000033.htm
1652044,Alphabet Inc.,8-K,2025-04-24,https://www.sec.gov/Archives/edgar/data/1652044/0001652044-25-000040.txt,https://www.sec.gov/Archives/edgar/data/1652044/0001652044-25-000040-index.html,2025-04-24,2025-04-23,7370,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000040/goog-20250423.htm,DE,CA,1231,1652044_8K_2025_0001652044-25-000040.htm
1652044,Alphabet Inc.,8-K,2025-05-01,https://www.sec.gov/Archives/edgar/data/1652044/0001193125-25-110020.txt,https://www.sec.gov/Archives/edgar/data/1652044/0001193125-25-110020-index.html,2025-05-01,2025-05-01,7370,https://www.sec.gov/Archives/edgar/data/1652044/000119312525110020/d884388d8k.htm,DE,CA,1231,1652044_8K_2025_0001193125-25-110020.htm
1652044,Alphabet Inc.,8-K,2025-05-06,https://www.sec.gov/Archives/edgar/data/1652044/0001193125-25-113864.txt,https://www.sec.gov/Archives/edgar/data/1652044/0001193125-25-113864-index.html,2025-05-06,2025-05-06,7370,https://www.sec.gov/Archives/edgar/data/1652044/000119312525113864/d859422d8k.htm,DE,CA,1231,1652044_8K_2025_0001193125-25-113864.htm
1652044,Alphabet Inc.,8-K,2025-06-12,https://www.sec.gov/Archives/edgar/data/1652044/0001193125-25-139948.txt,https://www.sec.gov/Archives/edgar/data/1652044/0001193125-25-139948-index.html,2025-06-12,2025-06-06,7370,https://www.sec.gov/Archives/edgar/data/1652044/000119312525139948/d949049d8k.htm,DE,CA,1231,1652044_8K_2025_0001193125-25-139948.htm
320193,Apple Inc.,10-Q,2025-05-02,https://www.sec.gov/Archives/edgar/data/320193/0000320193-25-000057.txt,https://www.sec.gov/Archives/edgar/data/320193/0000320193-25-000057-index.html,2025-05-02,2025-03-29,3571,https://www.sec.gov/Archives/edgar/data/320193/000032019325000057/aapl-20250329.htm,CA,CA,0927,320193_10Q_2025_0000320193-25-000057.htm
320193,Apple Inc.,8-K,2025-05-01,https://www.sec.gov/Archives/edgar/data/320193/0000320193-25-000055.txt,https://www.sec.gov/Archives/edgar/data/320193/0000320193-25-000055-index.html,2025-05-01,2025-05-01,3571,https://www.sec.gov/Archives/edgar/data/320193/000032019325000055/aapl-20250501.htm,CA,CA,0927,320193_8K_2025_0000320193-25-000055.htm
320193,Apple Inc.,8-K,2025-05-12,https://www.sec.gov/Archives/edgar/data/320193/0001140361-25-018400.txt,https://www.sec.gov/Archives/edgar/data/320193/0001140361-25-018400-index.html,2025-05-12,2025-05-05,3571,https://www.sec.gov/Archives/edgar/data/320193/000114036125018400/ef20048691_8k.htm,CA,CA,0927,320193_8K_2025_0001140361-25-018400.htm
